id_orgao_cluster;tipo_justica;Atuacao_Vara;Cluster_Novo;Desc_Cluster;Porte_Municipio;Porte_Tribunal;Classificacao_Acervo_2;Classificacao_PIB_per_capita;codtribunal;cod_orgao_julg;Classificacao_cluster;Desc_Cluster_com_duracao
288;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJMG;11053;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 2059 dias
289;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJMG;11356;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 2004 dias
290;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJMG;11699;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 125 dias
291;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJMG;12702;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 124 dias
292;Estadual;Civel;Cluster 7;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte grande em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;GRANDE;Acervo Grande;Municipio com alto PIB per capita;TJMG;13375;6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte grande em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 2187 dias
293;Estadual;Civel;Cluster 7;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte grande em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;GRANDE;Acervo Grande;Municipio com alto PIB per capita;TJMG;17296;6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte grande em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 125 dias
294;Estadual;Civel;Cluster 8;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;MÉDIO;Acervo Médio;Municipio com médio PIB per capita;TJMG;34853;7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1860 dias
295;Estadual;Civel;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de pequeno porte e Municipio com médio PIB per capita;Pequeno_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;3917;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de pequeno porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 2316 dias
296;Estadual;Civel;Cluster 7;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte grande em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;GRANDE;Acervo Grande;Municipio com alto PIB per capita;TJMG;40011;6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte grande em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 129 dias
297;Estadual;Civel;Cluster 8;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;MÉDIO;Acervo Médio;Municipio com médio PIB per capita;TJMG;40024;7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1514 dias
298;Estadual;Civel;Cluster 8;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;MÉDIO;Acervo Médio;Municipio com médio PIB per capita;TJMG;40063;7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1937 dias
299;Estadual;Civel;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;40102;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1989 dias
300;Estadual;Civel;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;4078;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 2004 dias
301;Estadual;Civel;Cluster 8;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;MÉDIO;Acervo Médio;Municipio com médio PIB per capita;TJMG;4097;7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 123 dias
302;Estadual;Civel;Cluster 6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;4223;5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 118 dias
303;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJMG;4285;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 117 dias
304;Estadual;Civel;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;4334;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 2195 dias
305;Estadual;Civel;Cluster 6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;5293;5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 2015 dias
306;Estadual;Civel;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;5378;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 2066 dias
307;Estadual;Civel;Cluster 6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;5385;5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 2056 dias
308;Estadual;Civel;Cluster 7;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte grande em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;GRANDE;Acervo Grande;Municipio com alto PIB per capita;TJMG;5459;6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte grande em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 2233 dias
309;Estadual;Civel;Cluster 6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;PEQUENO;Acervo Grande;Municipio com médio PIB per capita;TJMG;5564;5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte pequeno em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 123 dias
