"codmunicipio","porte","pib","pib_percapita","pop_estimada","reg_metropolitana","desc_pibpercapita"
2706208,"Pequeno porte",1546523339844,304973999023,5112,"N","Municipio com baixo PIB per capita"
2706307,"Médio porte",3583774375,493877978516,70368,"S","Municipio com médio PIB per capita"
2706406,"Pequeno porte",853047265625,3477,23811,"N","Municipio com baixo PIB per capita"
2706422,"Pequeno porte",3251077148438,308481005859,10264,"S","Municipio com baixo PIB per capita"
2706448,"Pequeno porte",4416984765625,432106005859,11347,"S","Municipio com baixo PIB per capita"
2706505,"Pequeno porte",597846875,419218017578,14763,"N","Municipio com baixo PIB per capita"
2706604,"Pequeno porte",2440288085938,313985009766,7426,"S","Municipio com baixo PIB per capita"
2706703,"Médio porte",31318903125,512735009766,60378,"S","Municipio com médio PIB per capita"
2706802,"Pequeno porte",66745765625,369026000977,17203,"S","Municipio com baixo PIB per capita"
2706901,"Médio porte",1741390625,533268994141,33305,"S","Municipio com médio PIB per capita"
2707008,"Pequeno porte",1483916210938,457152001953,2866,"S","Municipio com médio PIB per capita"
2707107,"Pequeno porte",7337925,292265991211,23045,"S","Municipio com baixo PIB per capita"
2707206,"Pequeno porte",362969296875,291237011719,13872,"S","Municipio com baixo PIB per capita"
2707305,"Médio porte",13102025,503072998047,25708,"S","Municipio com médio PIB per capita"
2707404,"Pequeno porte",3720545703125,349380004883,8429,"N","Municipio com baixo PIB per capita"
2707503,"Pequeno porte",5988603515625,324533007812,19334,"S","Municipio com baixo PIB per capita"
2707602,"Pequeno porte",431889765625,373412988281,11480,"N","Municipio com baixo PIB per capita"
2707701,"Médio porte",36432125,537370996094,68481,"S","Municipio com médio PIB per capita"
2707800,"Pequeno porte",387936640625,565175976562,6656,"N","Municipio com médio PIB per capita"
2707909,"Pequeno porte",5344709765625,705852001953,6891,"S","Municipio com médio PIB per capita"
2708006,"Médio porte",19388271875,443677978516,44932,"S","Municipio com baixo PIB per capita"
2708105,"Pequeno porte",5213453515625,433047021484,10961,"S","Municipio com baixo PIB per capita"
2708204,"Pequeno porte",2754903125,390102001953,6718,"S","Municipio com baixo PIB per capita"
2708303,"Pequeno porte",14775559375,639302001953,22686,"S","Municipio com médio PIB per capita"
2708402,"Médio porte",851244453125,271434008789,30088,"N","Municipio com baixo PIB per capita"
2708501,"Médio porte",179677546875,546614013672,32412,"S","Municipio com médio PIB per capita"
2708600,"Médio porte",52421028125,969611035156,54577,"S","Municipio com médio PIB per capita"
2708709,"Pequeno porte",2978948828125,391914990234,7163,"N","Municipio com baixo PIB per capita"
2708808,"Médio porte",1230217890625,382281005859,32010,"S","Municipio com baixo PIB per capita"
2708907,"Pequeno porte",5608000390625,379457006836,14603,"S","Municipio com baixo PIB per capita"
2708956,"Pequeno porte",3523192578125,268740991211,13047,"S","Municipio com baixo PIB per capita"
2709004,"Pequeno porte",18489390625,320662011719,6122,"S","Municipio com baixo PIB per capita"
2709103,"Pequeno porte",674901875,358076000977,19020,"S","Municipio com baixo PIB per capita"
2709152,"Médio porte",1869670625,44585,41152,"N","Municipio com baixo PIB per capita"
2709202,"Médio porte",684996875,264947998047,25702,"S","Municipio com baixo PIB per capita"
2709301,"Médio porte",40075765625,638891992188,62358,"S","Municipio com médio PIB per capita"
2709400,"Médio porte",95608140625,356347998047,25407,"S","Municipio com baixo PIB per capita"
2800100,"Pequeno porte",1276973339844,563039013672,2275,"N","Municipio com médio PIB per capita"
2800209,"Pequeno porte",10389878125,522366992188,20056,"N","Municipio com médio PIB per capita"
2800308,"Grande porte",7069448,1299437988281,571149,"S","Municipio com médio PIB per capita"
2800407,"Pequeno porte",63633421875,528429003906,10878,"N","Municipio com médio PIB per capita"
2800506,"Pequeno porte",861162890625,514649023438,16857,"N","Municipio com médio PIB per capita"
2800605,"Pequeno porte",1689029375,844599023438,24976,"S","Municipio com médio PIB per capita"
2800670,"Médio porte",139721828125,552916015625,25533,"N","Municipio com médio PIB per capita"
2800704,"Pequeno porte",3992437890625,493747021484,7742,"N","Municipio com médio PIB per capita"
2801009,"Pequeno porte",836991015625,499845019531,16749,"N","Municipio com médio PIB per capita"
2801108,"Pequeno porte",216831015625,538710986328,3956,"N","Municipio com médio PIB per capita"
2801207,"Pequeno porte",907687375,3945608984375,24686,"N","Municipio com alto PIB per capita"
2801306,"Médio porte",37433078125,1292579003906,30761,"N","Municipio com médio PIB per capita"
2801405,"Pequeno porte",13975240625,709114990234,20007,"N","Municipio com médio PIB per capita"
2801504,"Pequeno porte",2955033125,234340390625,13503,"N","Municipio com alto PIB per capita"
2801603,"Pequeno porte",2648983007812,479714013672,5633,"N","Municipio com médio PIB per capita"
2801702,"Pequeno porte",815541328125,505574023438,16519,"N","Municipio com médio PIB per capita"
2801900,"Pequeno porte",2158224414062,557681005859,3813,"N","Municipio com médio PIB per capita"
2802007,"Pequeno porte",864250546875,1943008984375,4326,"N","Municipio com alto PIB per capita"
2802106,"Médio porte",7936435625,1248220996094,64409,"N","Municipio com médio PIB per capita"
2802205,"Pequeno porte",3215049804688,547243017578,5324,"N","Municipio com médio PIB per capita"
2802304,"Pequeno porte",1793203125,137305,13874,"N","Municipio com alto PIB per capita"
2802403,"Pequeno porte",6307028515625,525629980469,11405,"N","Municipio com médio PIB per capita"
2802502,"Pequeno porte",1383429785156,475895996094,2929,"N","Municipio com médio PIB per capita"
2802601,"Pequeno porte",3158364453125,551006005859,5645,"N","Municipio com médio PIB per capita"
2802700,"Pequeno porte",381056328125,427864990234,8348,"N","Municipio com baixo PIB per capita"
2802809,"Pequeno porte",860332578125,474639990234,15831,"N","Municipio com médio PIB per capita"
2802908,"Médio porte",665967625,769335986328,86967,"N","Municipio com médio PIB per capita"
2803005,"Médio porte",1824753125,469691992188,38910,"N","Municipio com médio PIB per capita"
2803104,"Pequeno porte",2956481640625,612487988281,4972,"N","Municipio com médio PIB per capita"
2803203,"Médio porte",37960034375,1293488964844,30419,"N","Municipio com médio PIB per capita"
2803302,"Pequeno porte",26166378125,1630709960938,16864,"N","Municipio com alto PIB per capita"
2803401,"Pequeno porte",774868359375,552412011719,12938,"N","Municipio com médio PIB per capita"
2803500,"Médio porte",6146675,664691992188,94861,"N","Municipio com médio PIB per capita"
2803609,"Médio porte",836599625,3385123828125,26902,"N","Municipio com alto PIB per capita"
2803708,"Pequeno porte",2979082617188,454543994141,6401,"N","Municipio com médio PIB per capita"
2803807,"Pequeno porte",2345798046875,612479980469,3456,"N","Municipio com médio PIB per capita"
2803906,"Pequeno porte",544516484375,449122998047,12042,"N","Municipio com baixo PIB per capita"
2804003,"Pequeno porte",15753396875,10110,16343,"N","Municipio com médio PIB per capita"
2804102,"Pequeno porte",494369140625,438697998047,11001,"N","Municipio com baixo PIB per capita"
2804201,"Pequeno porte",697548125,504847998047,13627,"N","Municipio com médio PIB per capita"
2804300,"Pequeno porte",42030453125,562958007812,7344,"N","Municipio com médio PIB per capita"
2804409,"Pequeno porte",13129034375,671974023438,18506,"N","Municipio com médio PIB per capita"
2804458,"Pequeno porte",82828265625,939841992188,8508,"N","Municipio com médio PIB per capita"
2804508,"Médio porte",2447535,794550976562,32497,"N","Municipio com médio PIB per capita"
2804607,"Pequeno porte",144145140625,582475,24580,"N","Municipio com médio PIB per capita"
2804706,"Pequeno porte",32490171875,499158007812,6238,"N","Municipio com médio PIB per capita"
2804805,"Grande porte",1421083875,91485703125,160827,"S","Municipio com médio PIB per capita"
2804904,"Pequeno porte",153896,1195773046875,13137,"N","Municipio com médio PIB per capita"
2805000,"Pequeno porte",1714258007812,595641992188,2974,"N","Municipio com médio PIB per capita"
2805109,"Pequeno porte",3756515625,431337011719,8833,"N","Municipio com baixo PIB per capita"
2805208,"Pequeno porte",318704765625,548639990234,5973,"N","Municipio com médio PIB per capita"
2805307,"Pequeno porte",4536234375,526979003906,8369,"N","Municipio com médio PIB per capita"
2805406,"Médio porte",138586828125,458152978516,30880,"N","Municipio com médio PIB per capita"
2805505,"Pequeno porte",98134265625,448470019531,21983,"N","Municipio com baixo PIB per capita"
2805604,"Médio porte",1455785,530225,27146,"N","Municipio com médio PIB per capita"
2805703,"Médio porte",225039484375,789058984375,28451,"N","Municipio com médio PIB per capita"
2805802,"Pequeno porte",961535625,490879980469,19386,"N","Municipio com médio PIB per capita"
2805901,"Pequeno porte",978570703125,1033774023438,9355,"N","Municipio com médio PIB per capita"
2806008,"Pequeno porte",113096484375,698385009766,17173,"N","Municipio com médio PIB per capita"
2806107,"Pequeno porte",503797625,5619605078125,9221,"N","Municipio com alto PIB per capita"
2806206,"Pequeno porte",9088003125,475787011719,19365,"N","Municipio com médio PIB per capita"
2806305,"Pequeno porte",809190703125,599312011719,12969,"N","Municipio com médio PIB per capita"
2806404,"Pequeno porte",3064117382812,446599023438,7038,"N","Municipio com baixo PIB per capita"
2806503,"Pequeno porte",218986953125,548014990234,3749,"N","Municipio com médio PIB per capita"
2806602,"Pequeno porte",67334578125,554650976562,11410,"N","Municipio com médio PIB per capita"
2806701,"Médio porte",433014,576552001953,78864,"S","Municipio com médio PIB per capita"
2806800,"Pequeno porte",4997358984375,473458984375,10271,"N","Municipio com médio PIB per capita"
2806909,"Pequeno porte",1612522753906,536256005859,3393,"N","Municipio com médio PIB per capita"
2807006,"Pequeno porte",239083203125,627020996094,3698,"N","Municipio com médio PIB per capita"
2807105,"Médio porte",23832446875,621558984375,38702,"N","Municipio com médio PIB per capita"
2807204,"Pequeno porte",77082734375,97008203125,8004,"N","Municipio com médio PIB per capita"
2807303,"Pequeno porte",1604154199219,540300976562,2957,"N","Municipio com médio PIB per capita"
2807402,"Médio porte",243702859375,494718017578,48040,"N","Municipio com médio PIB per capita"
2807501,"Pequeno porte",625064609375,455685986328,12855,"N","Municipio com médio PIB per capita"
2807600,"Pequeno porte",118739953125,554937011719,22434,"N","Municipio com médio PIB per capita"
2900108,"Pequeno porte",2914760742188,330434008789,8316,"N","Municipio com baixo PIB per capita"
2900207,"Pequeno porte",5662583203125,300705004883,17064,"N","Municipio com baixo PIB per capita"
2900306,"Pequeno porte",6159081640625,405415991211,14653,"N","Municipio com baixo PIB per capita"
2900355,"Pequeno porte",78803,510118017578,15702,"N","Municipio com médio PIB per capita"
2900405,"Pequeno porte",665635390625,434260986328,15731,"N","Municipio com baixo PIB per capita"
2900504,"Pequeno porte",3164161523438,29524699707,10859,"N","Municipio com baixo PIB per capita"
2900603,"Pequeno porte",2253335742188,420320019531,4602,"N","Municipio com baixo PIB per capita"
2900702,"Grande porte",1298216375,942033984375,141949,"N","Municipio com médio PIB per capita"
2900801,"Pequeno porte",14209675,701989990234,21271,"N","Municipio com médio PIB per capita"
2900900,"Pequeno porte",2682851171875,40520300293,6357,"N","Municipio com baixo PIB per capita"
2901007,"Médio porte",16285253125,461625976562,34351,"N","Municipio com médio PIB per capita"
2901106,"Médio porte",12046475,491874023438,25190,"S","Municipio com médio PIB per capita"
2901155,"Pequeno porte",653035859375,389012988281,15961,"N","Municipio com baixo PIB per capita"
2901205,"Médio porte",745458046875,295090991211,25516,"N","Municipio com baixo PIB per capita"
2901304,"Pequeno porte",4872901953125,333555004883,13960,"N","Municipio com baixo PIB per capita"
2901353,"Pequeno porte",71736671875,505152001953,14414,"N","Municipio com médio PIB per capita"
2901403,"Pequeno porte",62100,408794995117,14073,"N","Municipio com baixo PIB per capita"
2901502,"Pequeno porte",2637231835938,268392993164,10242,"S","Municipio com baixo PIB per capita"
2901601,"Pequeno porte",5467639453125,310962011719,17072,"N","Municipio com baixo PIB per capita"
2901700,"Pequeno porte",522095390625,414722998047,11554,"S","Municipio com baixo PIB per capita"
2901809,"Pequeno porte",331893984375,295279003906,11015,"N","Municipio com baixo PIB per capita"
2901908,"Pequeno porte",557878046875,297726000977,17731,"N","Municipio com baixo PIB per capita"
2901957,"Pequeno porte",3210333984375,421856982422,7459,"N","Municipio com baixo PIB per capita"
2902005,"Pequeno porte",432161328125,301872998047,13743,"N","Municipio com baixo PIB per capita"
2902054,"Pequeno porte",9732103125,797125,11561,"N","Municipio com médio PIB per capita"
2902104,"Médio porte",172730890625,315704003906,51651,"N","Municipio com baixo PIB per capita"
2902203,"Pequeno porte",3661866796875,369475,10036,"N","Municipio com baixo PIB per capita"
2902252,"Pequeno porte",584493984375,533637988281,10392,"N","Municipio com médio PIB per capita"
2902302,"Pequeno porte",319706171875,362395996094,8599,"N","Municipio com baixo PIB per capita"
2902401,"Pequeno porte",575203515625,402804003906,13595,"N","Municipio com baixo PIB per capita"
2902500,"Pequeno porte",6023999609375,424375,13850,"N","Municipio com baixo PIB per capita"
2902609,"Pequeno porte",67050234375,30737199707,20060,"N","Municipio com baixo PIB per capita"
2902658,"Pequeno porte",367509375,329397998047,11814,"N","Municipio com baixo PIB per capita"
2902708,"Médio porte",147346296875,293366992188,49325,"N","Municipio com baixo PIB per capita"
2902807,"Pequeno porte",1274628515625,62065,21187,"N","Municipio com médio PIB per capita"
2902906,"Médio porte",2872499375,911124023438,34788,"N","Municipio com médio PIB per capita"
2903003,"Pequeno porte",4981665234375,344537011719,13987,"N","Municipio com baixo PIB per capita"
2903102,"Pequeno porte",2903830859375,495533984375,6313,"N","Municipio com médio PIB per capita"
