codtribunal;grau;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias);Mean(numero_dias)
TJPA;G1;7051;VARA ÚNICA DE SÃO DOMINGOS DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1844;96;186502;1942.7291666666674
TJPA;G1;7058;VARA ÚNICA DE TERRA SANTA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2019;12;24099;2008.2499999999998
TJPA;G1;7058;VARA ÚNICA DE TERRA SANTA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1803;5;7995;1599
TJPA;G1;72025;1ª VARA CÍVEL E EMPRESARIAL DE CANAÃ DOS CARAJÁS;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1983;4;7769;1942.25
TJPA;G1;72025;1ª VARA CÍVEL E EMPRESARIAL DE CANAÃ DOS CARAJÁS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2000;24;48654;2027.2499999999993
TJPA;G1;74314;5ª VARA DA FAZENDA DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Pequeno;Acervo Pequeno;121;1;121;121
TJPA;G1;7784;VARA ÚNICA DE SÃO FRANCISCO DO PARÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1709;2;3971;1985.5
TJPA;G1;7785;VARA ÚNICA DE SANTA MARIA DO PARÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;140;4;3764;941
TJPA;G1;7785;VARA ÚNICA DE SANTA MARIA DO PARÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1822;6;11351;1891.8333333333333
TJPA;G1;7786;VARA ÚNICA DE SÃO DOMINGOS DO CAPIM;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2146;3;6431;2143.6666666666665
TJPA;G1;7786;VARA ÚNICA DE SÃO DOMINGOS DO CAPIM;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2116;5;9158;1831.6
TJPA;G1;7787;VARA ÚNICA DE SOURE;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2252;23;29889;1299.5217391304348
TJPA;G1;7787;VARA ÚNICA DE SOURE;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2239;7;14503;2071.857142857143
TJPA;G1;7788;VARA ÚNICA DE SÃO JOÃO DO ARAGUAIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1631;1;1631;1631
TJPA;G1;7788;VARA ÚNICA DE SÃO JOÃO DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2371;30;69547;2318.233333333333
TJPA;G1;7789;VARA ÚNICA DE PACAJÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2120;1;2120;2120
TJPA;G1;7789;VARA ÚNICA DE PACAJÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1559;2;3156;1578
TJPA;G1;7790;VARA ÚNICA DE ORIXIMINÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2498;12;29472;2456
TJPA;G1;7790;VARA ÚNICA DE ORIXIMINÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1725;4;7449;1862.2499999999998
TJPA;G1;7793;VARA ÚNICA DE SANTO ANTÔNIO DO TAUÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2498;1;2498;2498
TJPA;G1;7795;VARA ÚNICA DE SÃO FELIX DO XINGÚ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2014;14;27355;1953.9285714285713
TJPA;G1;7795;VARA ÚNICA DE SÃO FELIX DO XINGÚ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1723;63;110145;1748.3333333333326
TJPA;G1;7811;1ª VARA CRIMINAL DE MARABÁ;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1582;13;23130;1779.2307692307693
TJPA;G1;7813;2ª VARA CRIMINAL DE MARABÁ;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2488;6;13329;2221.5000000000005
TJPA;G1;7817;VARA DE EXECUÇÃO PENAL DE MARABÁ;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1448;2;3044;1522
TJPA;G1;7825;1ª VARA DE TAILÂNDIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1999;13;25649;1972.9999999999995
TJPA;G1;7825;1ª VARA DE TAILÂNDIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1703;21;36043;1716.3333333333328
TJPA;G1;7830;1ª VARA CÍVEL E PENAL DE CONCEIÇÃO DO ARAGUAIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2508;3;7563;2521
TJPA;G1;7830;1ª VARA CÍVEL E PENAL DE CONCEIÇÃO DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1566;8;14744;1842.9999999999998
TJPA;G1;78322;VARA DA FAZENDA PÚBLICA E EXECUÇÃO FISCAL DE PARAUAPEBAS;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;145;1;145;145
TJPA;G1;7834;VARA ÚNICA DE BUJARU;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2504;1;2504;2504
TJPA;G1;7834;VARA ÚNICA DE BUJARU;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2476;5;12332;2466.4
TJPA;G1;78367;TERMO DE SANTA CRUZ DO ARARI;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;1755;6;11306;1884.3333333333333
TJPA;G1;78367;TERMO DE SANTA CRUZ DO ARARI;Estadual;PA;Cível;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;1695;12;21532;1794.3333333333333
TJPA;G1;7887;1ª VARA CÍVEL E EMPRESARIAL DE BARCARENA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2239;10;22085;2208.5
TJPA;G1;7889;2ª VARA CÍVEL E EMPRESARIAL DE BARCARENA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;124;5;2739;547.8000000000001
TJPA;G1;7892;VARA CRIMINAL DE BARCARENA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1730;1;1730;1730
TJPA;G1;7895;VARA ÚNICA DE CURUÇÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1746;5;9701;1940.2
TJPA;G1;7895;VARA ÚNICA DE CURUÇÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2471;24;58524;2438.5
TJPA;G1;8158;1ª VARA CÍVEL E CRIMINAL DE BREVES;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1602;6;8685;1447.5000000000002
TJPA;G1;8158;1ª VARA CÍVEL E CRIMINAL DE BREVES;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1731;3;5812;1937.3333333333333
TJPA;G1;8159;2ª VARA CÍVEL E CRIMINAL DE BREVES;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2303;15;32249;2149.933333333333
TJPA;G1;81607;15ª VARA CÍVEL E EMPRESARIAL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;129;5;4155;831.0000000000001
TJPA;G1;81666;VARA DE PLANTAO CIVEL DE BELEM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;126;6;838;139.66666666666669
TJPA;G1;81672;VARA DE PLANTAO CRIMINAL DE BELEM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;1564;2;4087;2043.5
TJPA;G1;8174;VARA ÚNICA DE SALVATERRA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2518;5;12562;2512.4
TJPA;G1;8174;VARA ÚNICA DE SALVATERRA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1541;7;12343;1763.2857142857142
TJPA;G1;8293;VARA ÚNICA DE INHANGAPI;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1814;4;7793;1948.2499999999998
TJPA;G1;8293;VARA ÚNICA DE INHANGAPI;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1817;8;13213;1651.6249999999998
TJPA;G2;23032;CELIA REGINA DE LIMA PINHEIRO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2478;42;104295;2483.2142857142867
TJPA;G2;23034;CONSTANTINO AUGUSTO GUERREIRO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2495;16;37665;2354.0625
TJPA;G2;23036;DIRACY NUNES ALVES;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;2515;1;2515;2515
TJPA;G2;23036;DIRACY NUNES ALVES;Estadual;PA;Cível;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;2484;46;114067;2479.7173913043475
TJPA;G2;23037;EDINEA OLIVEIRA TAVARES;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;134;3;431;143.66666666666666
TJPA;G2;23043;EZILDA PASTANA MUTRAN;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;150;1;150;150
TJPA;G2;23044;GLEIDE PEREIRA DE MOURA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2505;2;5018;2509
TJPA;G2;23044;GLEIDE PEREIRA DE MOURA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2477;57;138950;2437.719298245612
TJPA;G2;23050;JOSE ROBERTO PINHEIRO MAIA BEZERRA JUNIOR;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2467;39;93722;2403.1282051282046
TJPA;G2;23052;LEONAM GONDIM DA CRUZ JUNIOR;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;169;7;5698;814
TJPA;G2;23052;LEONAM GONDIM DA CRUZ JUNIOR;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2471;68;168506;2478.0294117647054
TJPA;G2;23053;LEONARDO DE NORONHA TAVARES;Estadual;PA;Cível;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;2470;64;158420;2475.312499999998
TJPA;G2;23054;LUIZ GONZAGA DA COSTA NETO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;133;1;133;133
TJPA;G2;23055;LUZIA NADJA GUIMARAES NASCIMENTO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2463;22;49505;2250.227272727273
TJPA;G2;23057;MAIRTON MARQUES CARNEIRO;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Pequeno;Acervo Pequeno;163;4;636;159
TJPA;G2;23058;MARIA DE NAZARE SAAVEDRA GUIMARAES;Estadual;PA;Cível;MÉDIO;Cível;Acervo Pequeno;Acervo Pequeno;2467;53;130829;2468.471698113208
TJPA;G2;23059;MARIA DE NAZARE SILVA GOUVEIA DOS SANTOS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2458;1;2458;2458
TJPA;G2;23061;MARIA DO CEO MACIEL COUTINHO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;147;1;147;147
TJPA;G2;23062;MARIA EDWIGES MIRANDA LOBATO;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;132;1;132;132
TJPA;G2;23070;MILTON AUGUSTO DE BRITO NOBRE;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;167;9;1516;168.44444444444446
TJPA;G2;23077;RAIMUNDO HOLANDA REIS;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;166;5;826;165.2
TJPA;G2;23077;RAIMUNDO HOLANDA REIS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2471;68;168078;2471.735294117646
TJPA;G2;23079;RICARDO FERREIRA NUNES;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2512;1;2512;2512
TJPA;G2;23079;RICARDO FERREIRA NUNES;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2478;61;151164;2478.098360655736
TJPA;G2;23080;ROBERTO GONCALVES DE MOURA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;125;2;282;141
TJPA;G2;23081;ROMULO JOSE FERREIRA NUNES;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;133;2;299;149.5
TJPA;G2;23082;RONALDO MARQUES VALLE;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2508;5;7865;1573
TJPA;G2;23082;RONALDO MARQUES VALLE;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2501;70;174818;2497.3999999999987
TJPA;G2;23087;VANIA LUCIA CARVALHO DA SILVEIRA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;170;2;2679;1339.5
TJPA;G2;23087;VANIA LUCIA CARVALHO DA SILVEIRA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2495;60;149044;2484.0666666666666
TJPA;G2;23088;VANIA VALENTE DO COUTO FORTES BITAR CUNHA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;141;5;736;147.20000000000002
TJPA;G2;23088;VANIA VALENTE DO COUTO FORTES BITAR CUNHA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2471;56;138436;2472.0714285714294
TJPA;G2;79465;ROSI MARIA GOMES DE FARIAS;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;168;3;502;167.33333333333331
TJPA;JE;12572;1ª VARA DE INQUÉRITOS POLICIAIS DE BELÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Inadministrável;Acervo Grande;1981;1;1981;1981
TJPA;JE;13710;12ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;154;3;449;149.66666666666666
TJPA;JE;17355;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE PARAUAPEBAS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;135;1;135;135
TJPA;JE;17979;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE REDENÇÃO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;144;2;301;150.5
TJPA;JE;18004;VARA DO JUIZADO ESPECIAL CRIMINAL DE ANANINDEUA;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1967;6;12661;2110.166666666667
TJPA;JE;18275;1ª VARA DO JUIZADO ESPECIAL CÍVEL DE FAZENDA PÚBLICA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;167;5;798;159.60000000000002
TJPA;JE;23114;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE CASTANHAL;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1658;6;9945;1657.5000000000002
TJPA;JE;23114;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE CASTANHAL;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;167;1;167;167
TJPA;JE;23117;VARA DO JUIZADO CÍVEL E CRIMINAL DE PARAGOMINAS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;126;1;126;126
TJPA;JE;3189;1ª VARA DO JUIZADO ESPECIAL CRIMINAL DE BELÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1511;140;233293;1666.3785714285723
TJPA;JE;3195;2ª VARA DO JUIZADO ESPECIAL CRIMINAL DE BELÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2221;1;2221;2221
TJPA;JE;3198;3ª VARA DO JUIZADO ESPECIAL CRIMINAL DE BELÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1507;2;3580;1790
TJPA;JE;3207;4ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;159;16;17864;1116.5
TJPA;JE;3211;5ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2215;10;22280;2228
TJPA;JE;3217;6ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;133;4;558;139.5
TJPA;JE;3222;8ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;134;18;2566;142.55555555555551
TJPA;JE;3226;9ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1557;18;30485;1693.611111111111
TJPA;JE;3230;10ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1887;17;19704;1159.0588235294117
TJPA;JE;3239;VARA DO JUIZADO ESPECIAL CÍVEL DE ACIDENTES DE TRÂNSITO DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;1711;1;1711;1711
TJPA;JE;3247;11ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1684;37;61954;1674.432432432433
TJPA;JE;3250;1ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;133;1;133;133
TJPA;JE;3252;2ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1812;27;44445;1646.1111111111109
TJPA;JE;3255;3ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1757;51;93338;1830.156862745098
TJPA;JE;3257;VARA DO JUIZADO ESPECIAL CÍVEL DISTRITAL DE ICOARACI;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2000;47;85953;1828.7872340425527
TJPA;JE;3259;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DISTRITAL DE MOSQUEIRO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2464;1;2464;2464
TJPA;JE;3261;1ª VARA DO JUIZADO ESPECIAL CÍVEL DE ANANINDEUA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;143;20;10667;533.35
TJPA;JE;3263;3ª VARA DO JUIZADO ESPECIAL CÍVEL DE ANANINDEUA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;133;5;653;130.60000000000002
TJPA;JE;3268;2ª VARA DO JUIZADO ESPECIAL CÍVEL DE ANANINDEUA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2032;23;47712;2074.434782608696
TJPA;JE;3277;JUIZADO ESPECIAL CÍVEL E CRIMINAL DE MARITUBA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;129;9;1185;131.66666666666666
TJPA;JE;6023;VARA ÚNICA DE BONITO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;155;19;2877;151.42105263157896
TJPA;JE;6178;VARA ÚNICA DE CAPITÃO POÇO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;128;2;257;128.5
TJPA;JE;6435;VARA ÚNICA DE GARRAFÃO DO NORTE;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;136;10;1388;138.79999999999998
TJPA;JE;6471;2ª VARA CÍVEL E CRIMINAL DE CAMETÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;148;13;1926;148.15384615384613
TJPA;JE;6492;1ª VARA CÍVEL E EMPRESARIAL DA COMARCA DE XINGUARA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;133;2;266;133
TJPA;JE;6927;VARA ÚNICA DE SÃO CAETANO DE ODIVELAS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;124;1;124;124
TJPA;JE;7051;VARA ÚNICA DE SÃO DOMINGOS DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;155;3;457;152.33333333333331
TJPA;JE;81565;1ª VARA DO JUIZADO ESPECIAL CIVEL E CRIMINAL DA COMARCA DE TUCURUÍ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;116;2;265;132.5
TJPA;JE;81606;2ª VARA DO JUIZADO ESPECIAL CÍVEL DE FAZENDA PÚBLICA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;140;42;5861;139.54761904761904
TJPA;JE;8232;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE SANTA ISABEL;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;120;6;733;122.16666666666667
TJPA;JE;8305;1ª VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE MARABÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1554;4;6192;1548
TJPA;JE;8305;1ª VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE MARABÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;132;1;132;132
TJPA;JE;8312;VARA DO JUIZADO CÍVEL E CRIMINAL DE CONCEIÇÃO DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;119;2;238;119
TJPA;JE;8314;JUIZADO ESPECIAL CÍVEL E CRIMINAL DE BRAGANÇA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2115;12;24894;2074.5
TJPA;JE;8315;VARA DO JUIZADO ESPECIAL CÍVEL DE SANTARÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;132;8;1106;138.25
TJPA;JE;8323;VARA DO JUIZADO ESPECIAL DAS RELAÇÕES DE CONSUMO DE SANTARÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;143;2;295;147.5
TJPA;TR;23111;TURMA RECURSAL;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;128;2;267;133.5
TJPB;G1;13149;2A. VARA DA COMARCA DE QUEIMADAS;Estadual;PB;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1834;8;16496;2062
TJPB;G1;13149;2ª Vara Mista de Queimadas;Estadual;PB;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;142;6;5521;920.1666666666665
TJPB;G1;13150;2A VARA DA COMARCA DE CUITE;Estadual;PB;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1678;2;3356;1678
TJPB;G1;13150;2ª Vara Mista de Cuité;Estadual;PB;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;138;1;138;138
TJPB;G1;14104;VARA DE VIOLENCIA DOMESTICA CAMP. GRANDE;Estadual;PB;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;2060;5;10889;2177.8
TJPB;G1;14105;3A. VARA DE ITAPORANGA;Estadual;PB;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;2240;1;2240;2240
TJPB;G1;14105;3ª Vara Mista de Itaporanga;Estadual;PB;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;135;4;544;136
TJPB;G1;14114;3A. VARA DE MAMANGUAPE;Estadual;PB;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1671;2;4003;2001.5
TJPB;G1;14114;3ª Vara Mista de Mamanguape;Estadual;PB;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;119;1;119;119
TJPB;G1;16300;2A VARA CRIMINAL DE CAMPINA GRANDE;Estadual;PB;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1755;4;7569;1892.2499999999998
TJPB;G1;16324;7ª Vara Mista de Sousa;Estadual;PB;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;134;3;414;138
TJPB;G1;16326;5A. VARA DE BAYEUX;Estadual;PB;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2423;1;2423;2423
TJPB;G1;16509;2ª Vara Regional Cível de Mangabeira;Estadual;PB;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;139;4;541;135.25
TJPB;G1;16510;2ª Vara Regional de Família de Mangabeira;Estadual;PB;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;123;2;2652;1326
TJPB;G1;16511;2A VARA REGIONAL CRIMINAL DE MANGABEIRA;Estadual;PB;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1601;1;1601;1601
TJPB;G1;16518;5ª Vara Mista de Cabedelo;Estadual;PB;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;148;4;572;143
TJPB;G1;16547;2ª Vara Mista de Araruna;Estadual;PB;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2518;1;2518;2518
TJPB;G1;17359;Vara de Feitos Especiais de Campina Grande;Estadual;PB;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;168;1;168;168
TJPB;G1;17360;10ª Vara Cível de Campina Grande;Estadual;PB;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;155;1;155;155
TJPB;G1;17361;9ª Vara Cível de Campina Grande;Estadual;PB;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;2334;2;4707;2353.5
TJPB;G1;17362;5ª Vara Mista de Guarabira;Estadual;PB;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;154;2;2741;1370.5
TJPB;G1;17365;Vara de Sucessões da Capital;Estadual;PB;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;126;1;126;126
TJPB;G1;21759;5ª Vara Mista de Cajazeiras;Estadual;PB;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;142;1;142;142
TJPB;G1;4513;3ª Vara Cível da Capital;Estadual;PB;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;158;3;465;155
